timestamp,temperature_C_lag_1,temperature_C_lag_24,vibration_mm_s_lag_1,vibration_mm_s_lag_24,pressure_bar_lag_1,pressure_bar_lag_24,day_of_week,is_holiday
2025-01-01 00:00:00,78.57270833333334,14.968541666666667,5.6550625,0.0140625,4.536666666666666,0.024791666666666667,2,0
