temperature_C_lag_1,temperature_C_lag_24,vibration_mm_s_lag_1,vibration_mm_s_lag_24,pressure_bar_lag_1,pressure_bar_lag_24,day_of_week,is_holiday
78.57208333333334,78.59458333333333,5.616770833333334,5.5637083333333335,4.559375,4.547291666666667,1,0
